,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Temperature, K","Density, g/cm^3",I,III,IV,V,SMILES#1,SMILES#2,MolLogP#1,NumHeteroatoms#1,NumAromaticRings#1,NumHAcceptors#1,NumHDonors#1,NumRotatableBonds#1,TPSA#1,MolWt#1,MolLogP#2,NumHeteroatoms#2,NumAromaticRings#2,NumHAcceptors#2,NumHDonors#2,NumRotatableBonds#2,TPSA#2,MolWt#2
1160,Ⅲ,Choline chloride,Phenol,0.167,0.833,303.2,1.0838,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1161,Ⅲ,Choline chloride,Phenol,0.167,0.833,308.2,1.0803,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1162,Ⅲ,Choline chloride,Phenol,0.167,0.833,313.2,1.0761,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1163,Ⅲ,Choline chloride,Phenol,0.167,0.833,318.2,1.0736,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1164,Ⅲ,Choline chloride,Phenol,0.2,0.8,293.15,1.093,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1165,Ⅲ,Choline chloride,Phenol,0.2,0.8,293.2,1.0918,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1166,Ⅲ,Choline chloride,Phenol,0.2,0.8,298.15,1.0915,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1167,Ⅲ,Choline chloride,Phenol,0.2,0.8,298.2,1.0893,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1168,Ⅲ,Choline chloride,Phenol,0.2,0.8,303.15,1.087,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1169,Ⅲ,Choline chloride,Phenol,0.2,0.8,303.2,1.086,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1170,Ⅲ,Choline chloride,Phenol,0.2,0.8,308.2,1.0819,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1171,Ⅲ,Choline chloride,Phenol,0.2,0.8,313.15,1.08,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1172,Ⅲ,Choline chloride,Phenol,0.2,0.8,313.2,1.0795,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1173,Ⅲ,Choline chloride,Phenol,0.2,0.8,318.2,1.0763,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1174,Ⅲ,Choline chloride,Phenol,0.2,0.8,323.15,1.073,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1175,Ⅲ,Choline chloride,Phenol,0.2,0.8,333.15,1.067,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1176,Ⅲ,Choline chloride,Phenol,0.25,0.75,293.15,1.096,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1177,Ⅲ,Choline chloride,Phenol,0.25,0.75,293.2,1.0948,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1178,Ⅲ,Choline chloride,Phenol,0.25,0.75,298.15,1.0941,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1179,Ⅲ,Choline chloride,Phenol,0.25,0.75,298.2,1.0921,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1180,Ⅲ,Choline chloride,Phenol,0.25,0.75,303.15,1.089,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1181,Ⅲ,Choline chloride,Phenol,0.25,0.75,303.2,1.089,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1182,Ⅲ,Choline chloride,Phenol,0.25,0.75,308.2,1.0858,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1183,Ⅲ,Choline chloride,Phenol,0.25,0.75,313.15,1.083,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1184,Ⅲ,Choline chloride,Phenol,0.25,0.75,313.2,1.0829,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1185,Ⅲ,Choline chloride,Phenol,0.25,0.75,318.2,1.0795,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1186,Ⅲ,Choline chloride,Phenol,0.25,0.75,323.15,1.077,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1187,Ⅲ,Choline chloride,Phenol,0.25,0.75,333.15,1.071,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1188,Ⅲ,Choline chloride,Phenol,0.333,0.667,293.15,1.09879,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1189,Ⅲ,Choline chloride,Phenol,0.333,0.667,293.2,1.0995,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1190,Ⅲ,Choline chloride,Phenol,0.333,0.667,298.15,1.0968550000000001,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1191,Ⅲ,Choline chloride,Phenol,0.333,0.667,298.2,1.0967,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1192,Ⅲ,Choline chloride,Phenol,0.333,0.667,303.15,1.09076,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1193,Ⅲ,Choline chloride,Phenol,0.333,0.667,303.2,1.093,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1194,Ⅲ,Choline chloride,Phenol,0.333,0.667,308.15,1.08663,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1195,Ⅲ,Choline chloride,Phenol,0.333,0.667,308.2,1.0901,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1196,Ⅲ,Choline chloride,Phenol,0.333,0.667,313.15,1.08266,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1197,Ⅲ,Choline chloride,Phenol,0.333,0.667,313.2,1.0873,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1198,Ⅲ,Choline chloride,Phenol,0.333,0.667,318.15,1.07861,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1199,Ⅲ,Choline chloride,Phenol,0.333,0.667,318.2,1.0843,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1200,Ⅲ,Choline chloride,Phenol,0.333,0.667,323.15,1.07383,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1201,Ⅲ,Choline chloride,Phenol,0.333,0.667,328.15,1.06971,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1202,Ⅲ,Choline chloride,Phenol,0.333,0.667,333.15,1.0653,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.3921999999999997,1,1,1,1,0,20.23,94.11299999999997
1203,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,288.15,1.0821,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1204,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,293.15,1.0788,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1205,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,298.15,1.0755,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1206,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,303.15,1.0721,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1207,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,308.15,1.0688,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1208,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,313.15,1.0655,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1209,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,318.15,1.0622,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1210,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,323.15,1.0589,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1211,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,328.15,1.0557,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1212,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,333.15,1.0524,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1213,Ⅲ,Choline chloride,Propionic acid,0.333,0.667,338.15,1.0491,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CCC(=O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.481,2,0,1,1,1,37.3,74.079
1214,Ⅲ,Choline chloride,Sucrose,0.2,0.8,298.15,1.36,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-5.395599999999995,11,0,11,8,5,189.52999999999997,342.297
1215,Ⅲ,Choline chloride,Sucrose,0.25,0.75,298.15,1.36,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-5.395599999999995,11,0,11,8,5,189.52999999999997,342.297
1216,Ⅲ,Choline chloride,Sucrose,0.333,0.667,298.15,1.31,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-5.395599999999995,11,0,11,8,5,189.52999999999997,342.297
1217,Ⅲ,Choline chloride,Sucrose,0.5,0.5,298.15,1.22,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-5.395599999999995,11,0,11,8,5,189.52999999999997,342.297
1218,Ⅲ,Choline chloride,Sucrose,0.667,0.333,298.15,1.3,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-5.395599999999995,11,0,11,8,5,189.52999999999997,342.297
1219,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,288.15,1.4712,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1220,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,293.15,1.4662,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1221,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,298.15,1.4612,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1222,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,303.15,1.4563,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1223,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,308.15,1.4516,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1224,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,313.15,1.447,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1225,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,318.15,1.4424,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1226,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,323.15,1.4378,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1227,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,328.15,1.4332,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1228,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,333.15,1.4287,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1229,Ⅲ,Choline chloride,Trichloroacetic acid,0.333,0.667,338.15,1.424,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.4412000000000003,5,0,1,1,0,37.3,163.387
1230,Ⅲ,Choline chloride,Triethylene glycol,0.2,0.8,303.15,1.1202,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9958,4,0,4,2,7,58.92,150.174
1231,Ⅲ,Choline chloride,Triethylene glycol,0.333,0.667,303.15,1.1254,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9958,4,0,4,2,7,58.92,150.174
1232,Ⅲ,Choline chloride,Triethylene glycol,0.333,0.667,313.15,1.1189,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9958,4,0,4,2,7,58.92,150.174
1233,Ⅲ,Choline chloride,Triethylene glycol,0.333,0.667,323.15,1.1125,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9958,4,0,4,2,7,58.92,150.174
1234,Ⅲ,Choline chloride,Triethylene glycol,0.333,0.667,333.15,1.1062,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9958,4,0,4,2,7,58.92,150.174
1235,Ⅲ,Choline chloride,Triethylene glycol,0.333,0.667,343.15,1.0998,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9958,4,0,4,2,7,58.92,150.174
1236,Ⅲ,Choline chloride,Triethylene glycol,0.333,0.667,353.15,1.0935,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9958,4,0,4,2,7,58.92,150.174
1237,Ⅲ,Choline chloride,Trifluoroacetamide,0.3333,0.6667,313.15,1.342,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(C(F)(F)F)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,0.03400000000000014,5,0,1,1,0,43.09,113.03800000000003
1238,Ⅲ,Choline chloride,Urea,0.333,0.667,293.15,1.189225,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1239,Ⅲ,Choline chloride,Urea,0.333,0.667,298.0,1.25,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1240,Ⅲ,Choline chloride,Urea,0.333,0.667,298.15,1.2010999999999998,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1241,Ⅲ,Choline chloride,Urea,0.333,0.667,303.15,1.1928833333333333,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1242,Ⅲ,Choline chloride,Urea,0.333,0.667,308.15,1.191366666666667,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1243,Ⅲ,Choline chloride,Urea,0.333,0.667,313.15,1.1886666666666665,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1244,Ⅲ,Choline chloride,Urea,0.333,0.667,318.15,1.1861666666666666,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1245,Ⅲ,Choline chloride,Urea,0.333,0.667,323.15,1.18344,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1246,Ⅲ,Choline chloride,Urea,0.333,0.667,328.15,1.1807999999999998,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1247,Ⅲ,Choline chloride,Urea,0.333,0.667,333.15,1.1779333333333333,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1248,Ⅲ,Choline chloride,Urea,0.333,0.667,338.15,1.17475,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1249,Ⅲ,Choline chloride,Urea,0.333,0.667,343.15,1.1716666666666666,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1250,Ⅲ,Choline chloride,Urea,0.333,0.667,348.15,1.1694499999999999,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1251,Ⅲ,Choline chloride,Urea,0.333,0.667,353.15,1.1657,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1252,Ⅲ,Choline chloride,Urea,0.333,0.667,358.15,1.1618,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1253,Ⅲ,Choline chloride,Urea,0.333,0.667,363.15,1.1554,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
1254,Ⅲ,Choline chloride,Urea,0.3333,0.6667,313.15,1.24,0,1,0,0,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,-0.9762,3,0,1,2,0,69.11,60.05599999999999
